"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Musikdarbietung","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Besucher an Esstischen, Servicepersonal und Band auf Bühne","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Orchester und Publikum in der Tonhalle Zürich","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Drei Musiker mit Akkordeon beim Singen","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Dicht gedrängte Gruppe von Jugendlichen umringt den Schlagersänger Peter Hinnen","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Weibliche Anhänger, Schlagersänger Peter Hinnen (rechts)","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-016","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968 - Frauen mit Blumensträussen (Ehrendamen? geehrte Damen?)","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-016","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Mann beim Ehren einer Frau auf der Bühne","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-016","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Menschenmenge mit Ballonen","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-016","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Polonaise von Musikern und Besuchern in einem Festsaal","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-016","Männer beim Verpacken von Wurstwaren","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-016","Metzter beim Zerteilen von geschlachteten Tieren","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-016","Mann beim Aufhängen von Fleischstücken an Haken","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-016","Männer beim Verpacken von Fleischwaren","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-016","Verpacktes Geflügel","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-016","Verpacktes Geflügel","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Metztger beim Aufhängen von Wurstwaren","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Metzger beim Aufhängen von geschlachteten Schweinen an Haken","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Wurstwaren liegen auf einem Tisch","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Wurstwaren und Speckseite in Korb ""Brugg""","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Männer beim Verpacken von Wurstwaren","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Käse-Lager, auf einem Schild: ""Hier können 75'000 kg Käse gelagert werden""","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Mann beim Einlagern von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Mann beim Einlagern von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Mann beim Zerschneiden von Käselaiben","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-017","Männer beim Waschen und Wenden von Käselaiben in einem Käse-Lager","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Mann beim Behandeln von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Männer beim Waschen und Wenden von Käselaiben in einem Käse-Lager","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Mann bei der Arbeit (Herstellung von Crème-Cornets?)","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Frauen beim Verpacken von Eiern am Fliessband","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Frau beim Verpacken von Eiern am Fliessband","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Mann oder Frau beim Kontrollieren von Eiern über einer beleuchteten Ablage","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Beleuchtete Ablage zur Kontrolle von Eiern","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Frauen beim Verpacken von Eiern am Fliessband","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Frauen beim Verpacken von Eiern am Fliessband","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-018","Mann beim Stapeln von Kisten mit verpacktem Käse der Marke Baer","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Mann beim Stapeln von Kisten mit Joghurt","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Mann beim Verpacken von Butter der Marke ""Floralp""","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Frau neben einer Produktionsanlage in der Lebensmittelindustrie","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Frau und Mann bei einer Produktionsanlage in der Lebensmittelindustrie","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Halbvolle Kisten beim Transport auf einem Fliessband","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Lagerist beim Transport von Paletten","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Käser beim Entnehmen einer Käseprobe","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Mann beim Verpacken von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Mann beim Behandeln von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-019","Mann beim Wägen von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Mann beim Verpacken von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Männer beim Behandeln von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Männer beim Einlagern von Käse","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Produktionsanlage in der Lebensmittelindustrie (Butter?)","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Mann beim Entnehmen einer  Lebensmittelmasse (Butter?) aus einer Produktionsanlage","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Mann stehend neben einer Produktionsanlage in der Lebensmittelindustrie, vermutlich Butter","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Nikolaus mit Esel neben Kunden vor einer Supermarkt-Filiale","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Nikolaus mit Esel neben Kunden in einer Supermarkt-Filiale","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-020","Nikolaus mit Erwachsenen und Kindern vor einer Supermarkt-Filiale","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-020","Mann beim Reinigen des Unterbodens eines aufgebockten Lastwagens mit einem Hochdruckreiniger","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Mann bei der Büroarbeit in einer Autogarage - ""Auszuführende Arbeiten""","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker beim Schrauben zum Einstellen des linken Scheinwerfers eines Autos","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker beim Tragen eines Autorads zu einer Maschine zum Auswuchten","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker bei der Arbeit an einem  Lastwagen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Mechaniker am Arbeiten in einer Auto-Reparaturwerkstätte des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Auto-Reparaturwerkstätte des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker bei der Arbeit an einem Lastwagen-Motor","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker bei der Arbeit an einem aufgehängten Lastwagenmotor","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker beim Suchen von Ersatzteilen in einem Gestell","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-021","Automechaniker beim Begutachten eines Ersatzteils vor einem Gestell, im Vordergrund gelagerte Autoreifen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-022","Automechaniker beim Greifen nach einem Autoreifen in einem Gestell","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-022","Zwei Männer halten einen Lastwagenreifen vor einem Gestell mit Autoreifen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz"
"Sozarch_F_5033-Fd-022","Fünf parkierte Lieferwagen des Lebensmittelvereins Zürich an der Ernastrasse","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-022","Fünf in einer Reihe fahrende oder parkierte Lieferwagen des Lebensmittelvereins Zürich an der Ernastrasse","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-022","Zwei parkierte Lastwagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-022","Tiefgararage mit einem Personenwagen","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-022","Lieferwagen des Lebensmittelvereins Zürich: Lastwagen und Pferdewagen (Collage) - 4 grosse Verk. Hallen im St. Annahof - 100 Ablagen in und um Zürich","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-022","Lagerhalle mit in Kisten verpackten Äpfeln","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-022","In Säcken verpackte Kartoffeln","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-022","Mann beim Entleeren eines Lieferwagens voller Äpfel in ein Lager","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Lagerhalle mit Kisten mit Äpfeln","Neuzeit;20. Jh.;1901-1950;1911-1920 /Neuzeit;20. Jh.;1901-1950;1901-1910","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Männer beladen an der Rampe des Lagers an der Turbinenstrasse Lieferwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Mann vor einem Gestell mit Fächern für kleine Zettel","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Mann beim Kontrollieren von Lieferscheinen o.ä. neben Kisten auf einem Transportwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Männer laden Kisten aus einem Lieferwagen und tragen sie auf den Schultern weg","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Mann beim Stappeln von Kisten auf einem Hubwagen in einer Warenauslieferung","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Männer beim Beladen eines Lieferwagens mit Kisten in einer Warenauslieferung","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Mann beim Transportieren von Kisten auf einem elektrischen Hubwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Männer beim Verladen von Kisten in einen Lieferwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-023","Blick durch ein grosses Fenster in eine Lagerhalle, arbeitende Männer","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Zwei Männer transportieren Kisten mit einem elektrischen Hubwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Mann beim Verladen von Kisten in einen Lieferwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Warenauslieferung: Mann bei der Kontrolle mit dem Lieferschein","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Zwei Männer beim Beladen eines Wagens zur Warenauslieferung","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Zwei Männer beim Beladen eines Wagens zur Warenauslieferung","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Warenauslieferung: Zwei Männer beim Kontrollieren mit dem Lieferschein","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Männer beim Beladen von Lieferwagen in einer Lagerhalle","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Mann und Frau beim Beladen eines Lieferwagens","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Warenauslieferung: Empfang von Waren: Mann beim Abgleichen mit dem Lieferschein","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-024","Mann beim Stappeln von Kisten","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-025","Warenauslieferung: Mann beim Kontrollieren mit einem Lieferschein","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-025","Warenauslieferung: Mann beim Beladen eines Lieferwagens an der Turbinenstrasse","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-025","Warenauslieferung: Lieferwagen an der Rampe des Lagerhauses an der Turbinenstrasse in der Nacht","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-025","Warenauslieferung: Lieferwagen an der Rampe des Lagerhauses an der Turbinenstrasse in der Nacht","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-025","Warenauslieferung: Lieferwagen an der Rampe des Lagerhauses an der Turbinenstrasse in der Nacht","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
